time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-09-07T04:28:49.410Z,36.1851,140.0558,47.6,4.9,mb,,101,0.118,1.21,us,us10006mlm,2016-09-18T05:51:17.969Z,"4km WSW of Tsukuba, Japan",earthquake,4.5,5.6,0.034,274,reviewed,us,us
2016-09-07T02:16:52.740Z,26.2682,126.8611,68.67,4.6,mb,,72,1.385,0.85,us,us10006mkz,2016-09-19T23:51:09.394Z,"81km W of Tomigusuku, Japan",earthquake,6.7,5.6,0.063,75,reviewed,us,us
2016-09-07T01:36:49.770Z,51.5548,-173.5039,42.29,4.8,mb,,140,0.809,1.15,us,us10006mkv,2016-09-20T00:16:43.040Z,"85km SE of Atka, Alaska",earthquake,6,4.8,0.032,299,reviewed,us,us
2016-09-07T01:14:51.080Z,-8.195,123.259,41.78,4.5,mb,,60,1.101,1.01,us,us10006mkq,2016-09-15T04:20:23.040Z,"67km ENE of Palue, Indonesia",earthquake,6.7,7.7,0.106,26,reviewed,us,us
2016-09-07T00:13:26.330Z,-55.1557,-28.5591,10,4.5,mb,,78,4.679,0.73,us,us10006pf6,2016-09-15T03:52:45.040Z,"191km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.6,1.9,0.145,14,reviewed,us,us
2016-09-06T23:56:55.580Z,-6.2184,151.7522,10,4.5,mb,,154,1.918,1.04,us,us10006nzr,2016-09-15T03:36:47.040Z,"192km ESE of Kimbe, Papua New Guinea",earthquake,8.4,1.7,0.118,21,reviewed,us,us
2016-09-06T21:43:08.280Z,-36.9647,178.9669,11.37,4.9,mb,,251,0.795,0.43,us,us10006mj6,2016-09-06T22:04:14.040Z,"193km NE of Opotiki, New Zealand",earthquake,7.8,4.4,0.155,13,reviewed,us,us
2016-09-06T21:22:07.660Z,13.1247,145.4667,39.09,4.7,mb,,122,0.743,0.88,us,us10006miy,2016-09-06T21:39:30.040Z,"76km SE of Yigo Mayor's Office, Guam",earthquake,9.2,8.1,0.061,82,reviewed,us,us
2016-09-06T20:47:57.220Z,34.5051,141.8265,10,4.6,mb,,144,2.174,0.79,us,us10006min,2016-09-08T14:17:23.360Z,"155km ESE of Ohara, Japan",earthquake,7,1.9,0.099,30,reviewed,us,us
2016-09-06T17:19:28.110Z,30.6517,131.0028,35.82,4.5,mb,,130,0.976,1.04,us,us10006mh0,2016-09-07T15:04:39.040Z,"9km S of Nishinoomote, Japan",earthquake,6.3,8.5,0.128,19,reviewed,us,us
2016-09-06T15:54:58.750Z,-19.2018,-177.4149,576.32,4.5,mb,,46,4.538,0.81,us,us10006men,2016-09-29T19:43:41.040Z,"209km NE of Ndoi Island, Fiji",earthquake,9.9,8.6,0.062,75,reviewed,us,us
2016-09-06T15:22:52.160Z,24.7804,125.2007,33.4,5.1,mb,,36,2.016,0.65,us,us10006mek,2016-09-29T18:52:08.532Z,"8km WSW of Hirara, Japan",earthquake,6.9,4.6,0.046,153,reviewed,us,us
2016-09-06T13:34:22.720Z,27.1467,143.3537,10,4.7,mb,,129,1.043,0.58,us,us10006nzh,2016-09-29T16:21:09.040Z,"112km E of Chichi-shima, Japan",earthquake,8.7,1.9,0.092,36,reviewed,us,us
2016-09-06T12:07:57.580Z,-45.8205,95.7497,10,5.1,mb,,67,20.938,0.57,us,us10006mdj,2016-09-07T18:57:46.000Z,"Southeast Indian Ridge",earthquake,9.8,1.9,0.093,37,reviewed,us,us
2016-09-06T11:04:18.160Z,-20.0108,-177.9736,567.61,4.8,mb,,75,4.385,1.04,us,us10006mdf,2016-09-06T11:25:59.040Z,"103km NE of Ndoi Island, Fiji",earthquake,9.7,5,0.03,347,reviewed,us,us
2016-09-06T09:48:26.340Z,-37.0893,179.8844,10,4.8,mb,,255,1.343,1.2,us,us10006md3,2016-09-06T11:10:42.040Z,"239km NE of Gisborne, New Zealand",earthquake,11.1,2,0.139,16,reviewed,us,us
2016-09-06T08:20:57.190Z,-37.1358,178.8253,39.91,4.8,mb,,136,0.593,0.6,us,us10006mcp,2016-09-19T12:36:50.040Z,"172km NE of Opotiki, New Zealand",earthquake,10.8,4.3,0.118,22,reviewed,us,us
2016-09-06T07:37:45.860Z,-21.2264,-67.6974,148.46,5,mww,,37,1.545,1.06,us,us10006mci,2016-09-19T12:17:57.040Z,"124km SW of Uyuni, Bolivia",earthquake,7.2,5.5,,,reviewed,us,us
2016-09-06T04:13:35.160Z,-10.9588,165.9892,73.32,5.8,mb,,50,11.059,0.89,us,us10006mbt,2016-09-07T19:01:07.000Z,"31km SSE of Lata, Solomon Islands",earthquake,10.9,6.5,0.069,76,reviewed,us,us
2016-09-05T23:23:57.640Z,-22.9212,-63.7722,528.61,4.7,mb,,35,4.062,0.74,us,us10006kq9,2016-09-20T04:26:20.568Z,"36km S of General Enrique Mosconi, Argentina",earthquake,9.7,7.5,0.06,85,reviewed,us,us
2016-09-05T23:00:12.520Z,-37.1905,179.2206,12.09,5,mb,,168,0.817,1.31,us,us10006n3e,2016-09-26T23:04:39.040Z,"194km NNE of Gisborne, New Zealand",earthquake,6.1,3.8,0.116,24,reviewed,us,us
2016-09-05T22:54:05.420Z,54.3988,168.525,18,6.1,mww,,33,3.72,0.98,us,us10006kpq,2016-09-14T04:35:35.159Z,"185km ESE of Nikol'skoye, Russia",earthquake,6.5,1.8,,,reviewed,us,us
2016-09-05T22:28:46.030Z,-37.28,178.4961,38.4,4.6,mb,,243,0.319,0.53,us,us10006kpr,2016-09-14T04:11:15.040Z,"139km NE of Opotiki, New Zealand",earthquake,12.2,6.6,0.151,13,reviewed,us,us
2016-09-05T20:10:30.720Z,17.0189,-85.4941,11.56,4.9,mb,,37,3.407,1.03,us,us10006kne,2016-09-06T10:57:19.741Z,"73km NNE of Savannah Bight, Honduras",earthquake,7.5,5.8,0.047,141,reviewed,us,us
2016-09-05T20:06:24.360Z,31.1743,-41.3304,10,5.1,mb,,85,19.898,0.79,us,us10006knc,2016-09-05T20:27:39.040Z,"Northern Mid-Atlantic Ridge",earthquake,12.9,1.9,0.082,48,reviewed,us,us
2016-09-05T17:01:54.680Z,-37.11,179.3321,10,5.4,mb,,158,0.933,1.18,us,us10006km2,2016-09-07T19:44:16.000Z,"207km NE of Gisborne, New Zealand",earthquake,7.4,1.9,0.098,35,reviewed,us,us
2016-09-05T16:51:48.880Z,-37.1332,178.9781,16.16,4.6,mb,,235,0.685,0.35,us,us10006n2z,2016-09-29T14:12:28.040Z,"183km NE of Opotiki, New Zealand",earthquake,8.1,6.7,0.146,14,reviewed,us,us
2016-09-05T16:24:17.290Z,34.4522,141.6378,24.51,4.6,mb,,123,2.021,0.7,us,us10006kln,2016-09-28T20:38:34.040Z,"143km ESE of Katsuura, Japan",earthquake,7.3,5.6,0.07,61,reviewed,us,us
2016-09-05T15:19:04.090Z,-37.14,178.6702,29.66,5.9,mww,,62,0.511,1,us,us10006klg,2016-09-28T20:40:11.240Z,"161km NE of Opotiki, New Zealand",earthquake,9,3.3,,,reviewed,us,us
2016-09-05T15:17:15.800Z,-33.5895,179.9646,10,4.8,mb,,156,4.188,1.35,us,us10006klf,2016-09-28T20:14:40.040Z,"261km SSW of L'Esperance Rock, New Zealand",earthquake,11.5,1.5,0.118,22,reviewed,us,us
2016-09-05T15:04:04.240Z,-55.2277,-30.3278,10,4.9,mb,,66,3.692,0.67,us,us10006kld,2016-09-28T20:10:48.040Z,"254km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.4,1.9,0.089,39,reviewed,us,us
2016-09-05T13:25:41.560Z,41.4621,143.6937,36.54,4.5,mb,,151,2.096,0.81,us,us10006n33,2016-09-28T18:35:26.040Z,"146km SE of Shizunai, Japan",earthquake,7.8,8.7,0.113,23,reviewed,us,us
2016-09-05T11:05:14.980Z,-21.0281,-178.4334,547.25,4.5,mb,,95,4.654,1.09,us,us10006qsw,2016-09-19T06:50:13.040Z,"50km SSE of Ndoi Island, Fiji",earthquake,11.4,7.3,0.071,58,reviewed,us,us
2016-09-05T10:21:52.910Z,13.064,145.2709,43,4.7,mb,,141,0.652,0.54,us,us10006kjx,2016-09-05T10:45:22.040Z,"61km ESE of Inarajan Village, Guam",earthquake,10.3,8.2,0.083,44,reviewed,us,us
2016-09-05T09:53:55.910Z,-55.0458,-31.8266,10,4.9,mb,,71,2.813,0.98,us,us10006kiq,2016-09-05T10:38:56.040Z,"South Georgia Island region",earthquake,6.6,1.9,0.117,23,reviewed,us,us
2016-09-05T06:14:10.240Z,3.6538,126.9841,51.23,5.1,mb,,117,3.67,1.22,us,us10006kgd,2016-09-05T06:32:38.040Z,"241km NNW of Tobelo, Indonesia",earthquake,9.5,7,0.05,129,reviewed,us,us
2016-09-05T04:50:14.360Z,34.7371,73.098,25.92,4.7,mb,,59,1.093,0.9,us,us10006kfz,2016-09-14T01:49:34.468Z,"8km NE of Batgram, Pakistan",earthquake,7.1,5.2,0.06,86,reviewed,us,us
2016-09-05T03:44:38.770Z,11.7506,145.0034,10,4.5,mb,,176,1.832,0.5,us,us10006n2k,2016-09-14T00:59:38.040Z,"170km S of Inarajan Village, Guam",earthquake,15.6,2,0.192,8,reviewed,us,us
2016-09-05T02:35:25.650Z,-54.8189,-118.9656,16.05,5.3,mb,,40,27.125,0.82,us,us10006kfa,2016-09-13T23:54:10.040Z,"Southern East Pacific Rise",earthquake,13,3.5,0.051,129,reviewed,us,us
2016-09-05T02:11:47.700Z,-29.161,61.1683,10,4.5,mb,,86,9.349,0.97,us,us10006n2h,2016-09-13T23:50:55.040Z,"Southwest Indian Ridge",earthquake,9.8,1.9,0.163,11,reviewed,us,us
2016-09-05T00:22:59.110Z,-0.1481,-78.3376,10,4.7,mb,,108,0.235,0.85,us,us10006kee,2016-09-20T05:41:39.391Z,"22km ENE of Quito, Ecuador",earthquake,4.1,1.8,0.032,287,reviewed,us,us
2016-09-04T20:00:31.960Z,-37.5475,178.6027,33.86,5,mb,,130,0.235,1.25,us,us10006kd9,2016-09-23T20:04:27.040Z,"130km ENE of Opotiki, New Zealand",earthquake,9.5,4,0.092,38,reviewed,us,us
2016-09-04T19:05:22.710Z,12.6039,47.9982,10,4.6,mb,,100,5.15,0.98,us,us10006kd0,2016-09-23T17:00:32.040Z,"161km N of Laasqoray, Somalia",earthquake,8.9,1.9,0.081,46,reviewed,us,us
2016-09-04T18:27:00.080Z,-15.679,168.1809,29.21,4.6,mb,,154,5.148,0.85,us,us10006kcw,2016-09-23T16:12:22.040Z,"95km ENE of Norsup, Vanuatu",earthquake,6.3,7.6,0.165,11,reviewed,us,us
2016-09-04T16:51:02.220Z,10.5069,126.7148,36.44,4.7,mb,,94,3.594,0.73,us,us10006kck,2016-09-27T13:16:04.040Z,"88km NE of San Isidro, Philippines",earthquake,10.5,7.3,0.053,109,reviewed,us,us
2016-09-04T16:39:03.930Z,-13.345,166.4804,35,4.9,mb,,146,7.426,0.83,us,us10006mrg,2016-09-27T14:26:07.040Z,"130km WNW of Sola, Vanuatu",earthquake,12,2,0.097,33,reviewed,us,us
2016-09-04T16:25:53.730Z,-80.0062,42.1627,15.43,4.6,mb,,60,10.075,0.73,us,us10006mru,2016-09-28T17:27:48.040Z,"Antarctica",earthquake,9.1,5.1,0.141,15,reviewed,us,us
2016-09-04T15:40:19.480Z,49.7569,155.8351,48.29,5,mb,,47,3.552,0.65,us,us10006kc9,2016-09-28T15:56:55.040Z,"104km SSW of Severo-Kuril'sk, Russia",earthquake,9.2,5.1,0.031,328,reviewed,us,us
2016-09-04T15:27:26.370Z,8.38,126.1715,10,4.7,mb,,131,1.428,0.88,us,us10006kc8,2016-09-28T15:41:47.040Z,"7km S of Tagbina, Philippines",earthquake,10.1,1.9,0.092,36,reviewed,us,us
2016-09-04T15:20:17.150Z,-55.6405,-30.1623,10,4.6,mb,,67,3.891,1.28,us,us10006ms9,2016-09-28T15:25:22.040Z,"218km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.4,1.8,0.129,18,reviewed,us,us
2016-09-04T14:38:12.960Z,8.451,126.0305,10,4.6,mb,,122,1.443,0.52,us,us10006mr9,2016-09-28T13:55:13.040Z,"6km SSE of Alegria, Philippines",earthquake,7.2,1.9,0.172,10,reviewed,us,us
2016-09-04T14:07:07.760Z,9.1136,126.2891,80.32,4.6,mb,,94,2.148,0.62,us,us10006kc3,2016-09-28T13:27:00.040Z,"10km ENE of Tandag, Philippines",earthquake,9,6.6,0.07,61,reviewed,us,us
2016-09-04T07:54:37.950Z,8.4607,125.9674,10,5,mb,,81,1.434,1.29,us,us10006ka9,2016-09-04T08:24:28.040Z,"4km NNW of Lapinigan, Philippines",earthquake,8.5,1.8,0.043,170,reviewed,us,us
2016-09-04T06:19:38.490Z,-37.1613,179.3804,10,5.1,mb,,151,0.944,1.17,us,us10006k9i,2016-09-07T07:57:39.671Z,"205km NE of Gisborne, New Zealand",earthquake,7.6,1.8,0.114,25,reviewed,us,us
2016-09-04T04:59:10.030Z,-21.7555,-179.3872,591.35,4.9,mb,,59,4.661,0.85,us,us10006k90,2016-09-04T05:17:10.040Z,"141km SSW of Ndoi Island, Fiji",earthquake,10.8,8.2,0.034,275,reviewed,us,us
2016-09-04T02:38:12.290Z,8.3822,125.9137,12.39,5.9,mwp,,26,1.345,1.36,us,us10006k8f,2016-09-07T17:35:20.000Z,"8km WSW of Lapinigan, Philippines",earthquake,7.7,3.8,,,reviewed,us,us
2016-09-04T01:37:53.950Z,-55.1809,-32.0378,10,4.5,mb,,111,2.732,0.78,us,us10006k84,2016-09-04T01:57:04.040Z,"South Georgia Island region",earthquake,9.3,1.8,0.136,20,reviewed,us,us
2016-09-04T01:33:28.800Z,52.1229,175.205,45.24,4.5,mb,,149,0.908,0.72,us,us10006k82,2016-09-14T22:17:35.006Z,"55km WSW of Buldir Island, Alaska",earthquake,9.6,8.5,0.05,118,reviewed,us,us
2016-09-04T01:31:45.730Z,11.5597,-87.0798,27.87,4.6,mb,,172,1.006,1.02,us,us10006k7z,2016-09-04T01:46:39.040Z,"66km WSW of Masachapa, Nicaragua",earthquake,7,4.8,0.062,78,reviewed,us,us
2016-09-04T01:26:04.530Z,-23.9103,-66.7711,192.57,4.9,mwr,,34,1.606,1.02,us,us10006k7v,2016-09-13T22:46:42.040Z,"57km NW of San Antonio de los Cobres, Argentina",earthquake,7.7,5.7,,,reviewed,us,guc
2016-09-03T23:13:09.010Z,-17.6883,-69.3826,149.35,4.6,mwr,,74,0.654,0.9,us,us10006k6y,2016-09-06T01:27:40.838Z,"59km NNE of Putre, Chile",earthquake,6.3,5.6,,,reviewed,us,guc
2016-09-03T22:06:01.810Z,9.4453,-83.8128,31.48,4.7,mwr,,76,0.147,0.96,us,us10006k6m,2016-09-10T05:34:24.982Z,"14km NW of San Isidro, Costa Rica",earthquake,3.9,4.3,0.052,35,reviewed,us,us
2016-09-03T21:38:54.170Z,27.2316,96.8182,10,4.5,mb,,46,3.754,0.62,us,us10006k6e,2016-10-01T02:50:21.040Z,"99km SE of Tezu, India",earthquake,5.7,1.7,0.067,66,reviewed,us,us
2016-09-03T21:04:07.490Z,-20.1535,-173.4124,21.19,4.9,mb,,80,3.455,0.97,us,us10006k64,2016-10-01T01:53:27.040Z,"105km ESE of Pangai, Tonga",earthquake,8.7,5.4,0.07,64,reviewed,us,us
2016-09-03T17:14:51.200Z,-37.042,179.0737,19.75,4.9,mb,,216,0.802,0.76,us,us10006k1f,2016-09-05T14:40:48.040Z,"195km NE of Opotiki, New Zealand",earthquake,9.1,7.1,0.108,27,reviewed,us,us
2016-09-03T17:07:18.030Z,-18.5038,-174.5135,76.79,4.6,mb,,82,4.381,0.49,us,us10006k1d,2016-09-05T14:16:27.040Z,"58km WNW of Neiafu, Tonga",earthquake,8.4,5.3,0.073,56,reviewed,us,us
2016-09-03T14:04:47.900Z,20.2816,147.3955,10,5.5,mb,,49,5.241,0.68,us,us10006jzi,2016-09-22T20:01:12.110Z,"247km NE of Agrihan, Northern Mariana Islands",earthquake,8,1.8,0.039,231,reviewed,us,us
2016-09-03T13:30:23.540Z,-37.5247,179.2401,10,5,mww,,129,0.743,1.28,us,us10006jyx,2016-09-22T19:32:02.185Z,"165km NE of Gisborne, New Zealand",earthquake,6,1.8,,,reviewed,us,us
2016-09-03T12:26:43.460Z,31.4495,138.4886,326.69,5,mb,,78,2.004,0.71,us,us10006jxz,2016-09-18T07:43:35.184Z,"219km SW of Hachijo-jima, Japan",earthquake,8,5.8,0.064,79,reviewed,us,us
2016-09-03T12:02:44.400Z,36.4251,-96.9291,5.557,5.8,mww,,69,,0.69,us,us10006jxs,2016-10-01T04:53:53.709Z,"14km NW of Pawnee, Oklahoma",earthquake,1.5,1.3,,,reviewed,tul,us
2016-09-03T11:53:30.380Z,-37.5706,178.7335,25.6,4.6,mb,,242,0.339,1.05,us,us10006mfd,2016-09-18T06:31:28.370Z,"136km NNE of Gisborne, New Zealand",earthquake,8.6,8.7,0.137,16,reviewed,us,us
2016-09-03T10:59:22.870Z,-27.9124,-112.1237,10,5.1,mb,,64,2.502,0.68,us,us10006jxm,2016-10-01T06:01:33.040Z,"278km WSW of Hanga Roa, Chile",earthquake,7.9,1.7,0.036,249,reviewed,us,us
2016-09-03T08:18:40.290Z,-29.2253,61.0256,10,5.1,mb,,54,13.208,0.66,us,us10006jwr,2016-09-07T07:08:28.450Z,"Southwest Indian Ridge",earthquake,11.1,1.9,0.074,59,reviewed,us,us
2016-09-03T06:55:37.250Z,71.0184,-7.5587,10,5,mb,,46,4.791,0.68,us,us10006jwi,2016-09-29T12:55:00.040Z,"43km ENE of Olonkinbyen, Svalbard and Jan Mayen",earthquake,7.5,1.9,0.05,128,reviewed,us,us
2016-09-03T06:03:17.360Z,33.6575,135.1125,35.47,4.5,mb,,84,1.033,0.41,us,us10006jwc,2016-09-28T09:06:49.242Z,"25km WSW of Tanabe, Japan",earthquake,6.3,9.4,0.156,12,reviewed,us,us
2016-09-03T05:18:02.110Z,-37.288,178.8746,10,4.7,mb,,171,0.528,1.32,us,us10006mga,2016-09-29T06:11:44.040Z,"165km ENE of Opotiki, New Zealand",earthquake,7.7,1.9,0.12,21,reviewed,us,us
2016-09-03T04:58:36.950Z,-37.2521,179.0424,12.15,5.4,mb,,136,0.662,1.49,us,us10006jvp,2016-09-03T05:16:57.040Z,"180km NNE of Gisborne, New Zealand",earthquake,6.9,5.1,0.09,42,reviewed,us,us
2016-09-03T04:30:15.950Z,-37.5632,178.7072,31.19,5.3,mb,,57,0.318,1.13,us,us10006jvi,2016-09-07T20:45:02.000Z,"135km NNE of Gisborne, New Zealand",earthquake,8.5,3.7,0.062,95,reviewed,us,us
2016-09-03T03:27:57.250Z,40.3208333,-125.6876667,28.57,5.64,mw,21,313,1.042,0.28,nc,nc72689331,2016-09-26T00:09:42.346Z,"103km W of Ferndale, California",earthquake,3.32,31.61,,6,reviewed,nc,nc
2016-09-03T02:12:54.010Z,-37.4017,178.9406,20.36,4.5,mb,,236,0.529,1.03,us,us10006jus,2016-09-03T03:23:10.040Z,"161km NNE of Gisborne, New Zealand",earthquake,6.8,6.7,0.163,14,reviewed,us,us
2016-09-03T00:29:09.130Z,6.4001,123.9716,43.67,4.5,mb,,69,1.729,0.85,us,us10006mep,2016-09-26T04:48:47.040Z,"9km WSW of Sangay, Philippines",earthquake,8.4,7.3,0.078,48,reviewed,us,us
2016-09-03T00:22:04.710Z,-22.3774,172.7068,81.01,4.6,mb,,110,4.432,1.06,us,us10006meq,2016-09-26T05:35:11.040Z,"67km E of Ile Hunter, New Caledonia",earthquake,9.9,7.1,0.114,23,reviewed,us,us
2016-09-02T23:54:05.830Z,-37.1063,179.2736,10,4.6,mb,,216,0.895,1.07,us,us10006kj1,2016-09-26T04:03:55.040Z,"204km NNE of Gisborne, New Zealand",earthquake,6.9,2,0.157,12,reviewed,us,us
2016-09-02T20:21:35.280Z,-37.1745,179.3439,10,4.7,mb,,156,0.912,0.61,us,us10006jrp,2016-09-03T18:19:59.040Z,"202km NE of Gisborne, New Zealand",earthquake,7.4,1.9,0.11,25,reviewed,us,us
2016-09-02T19:44:56.620Z,-36.9527,179.2558,10,4.5,mb,,124,0.971,0.96,us,us10006jra,2016-09-03T18:18:14.040Z,"214km NE of Opotiki, New Zealand",earthquake,7.8,1.9,0.135,16,reviewed,us,us
2016-09-02T17:28:03.350Z,-17.2547,-172.0657,10,5.2,mb,,26,2.723,1.12,us,us10006jqd,2016-09-03T17:23:35.040Z,"230km SE of Hihifo, Tonga",earthquake,6.5,1.7,0.033,307,reviewed,us,us
2016-09-02T16:55:42.630Z,-55.2157,-31.452,33.09,4.7,mb,,67,3.064,0.96,us,us10006jpq,2016-09-22T19:06:44.040Z,"South Georgia Island region",earthquake,8.8,3.5,0.093,35,reviewed,us,us
2016-09-02T16:38:32.270Z,-55.4476,-30.976,32.59,5,mb,,67,3.392,1.2,us,us10006jpj,2016-09-22T18:57:22.040Z,"273km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.1,4.3,0.091,39,reviewed,us,us
2016-09-02T16:03:36.000Z,16.68,-96.43,67,4.7,mb,,,,1.1,us,us10006jp7,2016-09-22T16:45:35.160Z,"9km SE of San Baltazar Chichicapan, Mexico",earthquake,9.6,6.9,0.063,77,reviewed,unm,us
2016-09-02T14:31:01.030Z,28.6466,94.9921,23.38,4.6,mb,,65,3.54,0.82,us,us10006jnm,2016-09-17T10:07:26.040Z,"57km NNE of Along, India",earthquake,8.6,5.2,0.084,42,reviewed,us,us
2016-09-02T13:57:39.320Z,-54.9563,-31.63,14.15,4.9,mb,,67,2.903,0.93,us,us10006jnd,2016-09-17T09:41:24.040Z,"South Georgia Island region",earthquake,10.8,5,0.122,21,reviewed,us,us
2016-09-02T13:29:37.320Z,34.4568,141.5085,10,5.3,mb,,101,1.944,0.9,us,us10006jn9,2016-09-17T09:36:29.103Z,"133km SE of Katsuura, Japan",earthquake,5.1,1.8,0.048,147,reviewed,us,us
2016-09-02T13:20:39.170Z,-37.5915,179.0977,17.45,4.5,mb,,243,0.629,0.78,us,us10006jn7,2016-09-17T09:17:48.040Z,"151km NE of Gisborne, New Zealand",earthquake,7.5,6.7,0.135,16,reviewed,us,us
2016-09-02T13:12:18.830Z,-37.2102,178.9305,43.57,4.6,mb,,223,0.608,0.85,us,us10006ki6,2016-09-17T09:03:35.040Z,"174km ENE of Opotiki, New Zealand",earthquake,11.1,9.9,0.136,16,reviewed,us,us
2016-09-02T12:02:50.660Z,6.2785,123.8955,10,5,mb,,44,1.847,0.98,us,us10006jn0,2016-09-07T07:07:38.162Z,"24km SW of Sangay, Philippines",earthquake,7.3,1.9,0.087,42,reviewed,us,us
2016-09-02T11:23:08.620Z,-19.4852,-173.6132,22.49,5.5,mb,,32,3.505,1.14,us,us10006jmt,2016-09-07T07:45:48.247Z,"84km ENE of Pangai, Tonga",earthquake,8.5,3.4,0.032,328,reviewed,us,us
2016-09-02T10:24:46.980Z,-37.1706,179.5032,10,4.8,mb,,243,1.03,0.81,us,us10006jmj,2016-09-02T10:52:15.040Z,"210km NE of Gisborne, New Zealand",earthquake,7.2,1.9,0.116,23,reviewed,us,us
2016-09-02T08:40:21.300Z,0.1857,-16.8608,10,4.9,mb,,63,8.441,0.9,us,us10006jm6,2016-09-28T07:05:31.040Z,"North of Ascension Island",earthquake,8.9,1.9,0.092,37,reviewed,us,us
2016-09-02T08:39:16.330Z,6.279,123.7778,7.15,4.9,mb,,42,1.954,1.07,us,us10006jm5,2016-09-28T07:02:51.040Z,"34km WSW of Sangay, Philippines",earthquake,7.4,5.3,0.073,59,reviewed,us,us
2016-09-02T08:19:53.300Z,34.6817,72.9636,34.89,4.5,mb,,65,1.059,0.93,us,us10006jl2,2016-09-28T05:28:00.040Z,"6km W of Batgram, Pakistan",earthquake,6.1,4.7,0.127,18,reviewed,us,us
2016-09-02T07:19:37.570Z,-37.0923,179.4675,10,4.5,mb,,265,1.037,0.6,us,us10006khs,2016-09-28T06:46:50.040Z,"215km NE of Gisborne, New Zealand",earthquake,6.4,1.9,0.192,8,reviewed,us,us
2016-09-02T07:05:31.940Z,-55.3043,-31.0778,10,4.7,mb,,192,3.294,0.74,us,us10006kj9,2016-09-28T06:31:45.040Z,"287km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.3,2,0.124,20,reviewed,us,us
2016-09-02T07:04:19.130Z,-55.2772,-31.0951,10,4.6,mb,,121,3.277,1.1,us,us10006khr,2016-09-28T06:27:15.040Z,"290km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.4,1.9,0.114,23,reviewed,us,us
2016-09-02T06:56:39.080Z,-56.1667,-123.9487,10,4.8,mb,,158,27.973,0.48,us,us10006khm,2016-09-28T06:20:43.040Z,"Southern East Pacific Rise",earthquake,6.9,1.9,0.131,18,reviewed,us,us
2016-09-02T06:48:53.030Z,-55.2302,-30.6304,10,5.3,mb,,39,3.524,0.72,us,us10006jka,2016-09-28T06:01:24.040Z,"269km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.2,1.8,0.066,78,reviewed,us,us
2016-09-02T06:47:00.480Z,-55.2548,-30.9873,10,4.8,mb,,112,3.331,0.75,us,us10006jkb,2016-09-28T05:56:43.040Z,"285km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,6.1,1.8,0.095,34,reviewed,us,us
2016-09-02T06:12:49.230Z,36.0392,70.373,104.05,4.5,mb,,82,1.811,1.04,us,us10006jk7,2016-09-28T05:46:06.040Z,"36km W of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,6.9,8.4,0.127,18,reviewed,us,us
2016-09-02T05:33:42.790Z,34.4455,141.8099,16.91,4.7,mb,,130,2.127,0.75,us,us10006jk1,2016-09-28T05:39:47.040Z,"157km ESE of Katsuura, Japan",earthquake,7.1,3.1,0.1,30,reviewed,us,us
2016-09-02T05:03:30.520Z,12.1394,-87.6271,12.21,4.5,mb,,170,0.79,0.57,us,us10006jjv,2016-09-28T05:05:30.040Z,"62km SW of Corinto, Nicaragua",earthquake,2.5,6.4,0.139,15,reviewed,us,us
2016-09-02T04:26:07.680Z,-37.0018,179.1648,10,4.7,mb,,130,0.884,0.62,us,us10006jjm,2016-09-02T04:46:01.040Z,"205km NE of Opotiki, New Zealand",earthquake,9,1.9,0.194,16,reviewed,us,us
2016-09-02T03:28:49.380Z,-6.2628,151.5579,10,4.9,mb,,149,2.144,0.71,us,us10006jjf,2016-09-02T03:46:58.040Z,"175km ESE of Kimbe, Papua New Guinea",earthquake,11.4,1.9,0.064,79,reviewed,us,us
2016-09-02T02:57:26.310Z,-37.2431,179.0999,10,5.1,mb,,172,0.707,1.24,us,us10006jjc,2016-09-30T23:55:07.797Z,"183km NNE of Gisborne, New Zealand",earthquake,7.3,1.8,0.114,30,reviewed,us,us
2016-09-02T01:57:50.450Z,-55.3058,-30.9219,6.72,5.5,mwc,,25,3.381,0.95,us,us10006jj6,2016-10-01T02:10:29.192Z,"279km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,6,3.3,,,reviewed,us,gcmt
2016-09-02T01:25:29.210Z,-5.7847,102.675,10,4.5,mb,,118,1.442,0.68,us,us10006jiz,2016-10-01T01:43:58.040Z,"146km SW of Kuripan, Indonesia",earthquake,5.5,1.9,0.14,15,reviewed,us,us
2016-09-02T00:50:28.570Z,-4.8698,151.727,140.99,4.6,mb,,116,0.633,0.59,us,us10006kh8,2016-09-24T05:29:32.040Z,"82km SW of Kokopo, Papua New Guinea",earthquake,10.1,7.7,0.137,16,reviewed,us,us
